run,lab no,        pH       ,om , P ,K ,sand ,   silt    ,clay,texture,from,transplant,var,no,x1,y1,tam,amphoe,prov,soilseries,seriesname,suit,text.code,se.tex
1266,2348,5.09,3.64,19,50,68,14,18,sandy loam,570105-4,ปักดำ (เครื่อง),ขาวดอกมะลิ 105,10,596363,2212733,ต.แม่ข้าวต้ม,อ.เมืองเชียงราย,จ.เชียงราย,Ph,พาน,S1,s.l,Ph.s.l
1267,412/61,4.88,2.462599305,11,34,54.8,27.8,17.4,sandy loam,570505-14,ปักดำ (เครื่อง),กข6,80,585174,2160357,ต.ดอยงาม,อ.พาน,จ.เชียงราย,Ph,พาน,S1,s.l,Ph.s.l
1268,415/61,5.17,1.582351043,53,44,64.6,23.8,11.6,sandy loam,570505-18,ปักดำ (เครื่อง),ขาวดอกมะลิ 105,83,586147,2160523,ต.ดอยงาม,อ.พาน,จ.เชียงราย,Ph,พาน,S1,s.l,Ph.s.l
1269,418/61,5.65,0.751005462,11,54,64.8,21.5,13.7,sandy loam,570505-22,ปักดำ (เครื่อง),กข15,86,586015,2160520,ต.ดอยงาม,อ.พาน,จ.เชียงราย,Ph,พาน,S1,s.l,Ph.s.l
1270,419/61,5.75,1.505503972,19,25,64.8,23.4,11.8,sandy loam,570505-23,ปักดำ (เครื่อง),กข6,87,585181,2160118,ต.ดอยงาม,อ.พาน,จ.เชียงราย,Ph,พาน,S1,s.l,Ph.s.l
1271,420/61,5.5,1.64173287,5,42,56.6,25.6,17.8,sandy loam,570505-24,ปักดำ (เครื่อง),กข6,88,585327,2159983,ต.ดอยงาม,อ.พาน,จ.เชียงราย,Ph,พาน,S1,s.l,Ph.s.l
1272,423/61,4.84,1.924669811,11,30,56,27.8,16.2,sandy loam,570505-27,ปักดำ (เครื่อง),กข15,91,585292,2160343,ต.ดอยงาม,อ.พาน,จ.เชียงราย,Ph,พาน,S1,s.l,Ph.s.l
1273,425/61,5.1,1.599816286,11,32,62,23.7,14.3,sandy loam,570505-29,ปักดำ (เครื่อง),กข15,93,585967,2160505,ต.ดอยงาม,อ.พาน,จ.เชียงราย,Ph,พาน,S1,s.l,Ph.s.l
1274,427/61,5.19,1.865287984,18,75,60,27.6,12.4,sandy loam,570505-31,ปักดำ (เครื่อง),กข15,96,586090,2160527,ต.ดอยงาม,อ.พาน,จ.เชียงราย,Ph,พาน,S1,s.l,Ph.s.l
1275,428/61,5.02,1.784947865,7,47,56,25.6,18.4,sandy loam,570505-32,ปักดำ (เครื่อง),กข15,97,585044,2160580,ต.ดอยงาม,อ.พาน,จ.เชียงราย,Ph,พาน,S1,s.l,Ph.s.l
1276,432/61,4.71,1.047914598,38,79,67.9,21.6,10.5,sandy loam,570505-38,ปักดำ (เครื่อง),กข6,101,585377,2159951,ต.ดอยงาม,อ.พาน,จ.เชียงราย,Ph,พาน,S1,s.l,Ph.s.l
1277,433/61,5.47,1.096817279,10,246,65.9,19.5,14.6,sandy loam,570505-39,ปักดำ (เครื่อง),กข6,102,584732,2160951,ต.ดอยงาม,อ.พาน,จ.เชียงราย,Ph,พาน,S1,s.l,Ph.s.l
1278,434/61,5.48,1.77097567,32,53,63.9,23.5,12.6,sandy loam,570505-41,หว่านน้ำตม,กข15,104,586110,2160529,ต.ดอยงาม,อ.พาน,จ.เชียงราย,Ph,พาน,S1,s.l,Ph.s.l
1279,435/61,5.52,1.858301887,19,79,57.9,25.4,16.7,sandy loam,570505-42,ปักดำ (เครื่อง),กข15,105,585643,2160617,ต.ดอยงาม,อ.พาน,จ.เชียงราย,Ph,พาน,S1,s.l,Ph.s.l
1280,2403,4.97,1.83,14,136,52.4,29.6,18,sandy loam,570505-43,หว่านน้ำตม,กข15,106,585451,2159999,ต.ดอยงาม,อ.พาน,จ.เชียงราย,Ph,พาน,S1,s.l,Ph.s.l
1281,404/61,4.9,1.46009434,16,22,66,22,12,sandy loam,570505-5,ปักดำ (เครื่อง),กข6,108,585732,2161574,ต.ดอยงาม,อ.พาน,จ.เชียงราย,Ph,พาน,S1,s.l,Ph.s.l
1282,406/61,4.55,1.43214995,11,55,58,26.2,15.8,sandy loam,570505-7,ปักดำ (เครื่อง),ขาวดอกมะลิ 105,110,586073,2160940,ต.ดอยงาม,อ.พาน,จ.เชียงราย,Ph,พาน,S1,s.l,Ph.s.l
1283,2376,5.07,2.85,7,79,60.4,21.2,18.4,sandy loam,570509-37,หว่านน้ำตม,ขาวดอกมะลิ 105,128,577790,2157545,ต.ม่วงคำ,อ.พาน,จ.เชียงราย,Ph,พาน,S1,s.l,Ph.s.l
1284,482/61,4.86,2.459106256,11,126,59.8,26.8,13.4,sandy loam,570510-11,ปักดำ (คน),กข6,132,575597,2172949,ต.ทรายขาว,อ.พาน,จ.เชียงราย,Ph,พาน,S1,s.l,Ph.s.l
1285,483/61,5,1.977065541,7,28,65.9,22.7,11.4,sandy loam,570510-13,ปักดำ (คน),กข6,133,575254,2172271,ต.ทรายขาว,อ.พาน,จ.เชียงราย,Ph,พาน,S1,s.l,Ph.s.l
1286,491/61,4.94,3.091348064,13,66,56.7,23.9,19.4,sandy loam,570510-21,ปักดำ (เครื่อง),กข6,142,575166,2173624,ต.ทรายขาว,อ.พาน,จ.เชียงราย,Ph,พาน,S1,s.l,Ph.s.l
1287,492/61,5.8,3.290451837,14,120,58.5,22.1,19.4,sandy loam,570510-22,ปักดำ (เครื่อง),ขาวดอกมะลิ 105,143,575449,2174056,ต.ทรายขาว,อ.พาน,จ.เชียงราย,Ph,พาน,S1,s.l,Ph.s.l
1288,493/61,5.35,2.078363952,5,62,62.6,24,13.4,sandy loam,570510-23,ปักดำ (เครื่อง),กข6,144,576597,2172554,ต.ทรายขาว,อ.พาน,จ.เชียงราย,Ph,พาน,S1,s.l,Ph.s.l
1289,498/61,5.18,3.028473188,66,144,70.6,14,15.4,sandy loam,570510-31,ปักดำ (คน),กข6,150,576950,2172803,ต.ทรายขาว,อ.พาน,จ.เชียงราย,Ph,พาน,S1,s.l,Ph.s.l
1290,499/61,5.05,2.305412115,36,98,68.6,16,15.4,sandy loam,570510-32,โยนกล้า,กข6,151,575642,2175421,ต.ทรายขาว,อ.พาน,จ.เชียงราย,Ph,พาน,S1,s.l,Ph.s.l
1291,1234/61,5,2.56,10,44,76.9,14.5,8.6,sandy loam,500404-3,ปักดำ (คน),สันป่าตอง 1,234,532431,2209298,ต.แม่นาวาง,อ.แม่อาย,จ.เชียงใหม่,Ph,พาน,S1,s.l,Ph.s.l
1292,1317/61,6.88,2.69,90,119,64.4,20.6,15,sandy loam,501004-1,หว่านน้ำตม,สันป่าตอง 1,410,533874,2211199,ต.แม่นาวาง,อ.แม่อาย,จ.เชียงใหม่,Ph,พาน,S1,s.l,Ph.s.l
1293,1327/61,6.71,2.85,135,134,65.5,16.4,18.1,sandy loam,501004-11,หว่านน้ำตม,สันป่าตอง 1,414,535021,2211285,ต.แม่นาวาง,อ.แม่อาย,จ.เชียงใหม่,Ph,พาน,S1,s.l,Ph.s.l
1294,1707,5.11,2.12,88,173,56.8,27.2,16,sandy loam,501004-11,ปักดำ (คน),กข6,415,534074,2210928,ต.แม่นาวาง,อ.แม่อาย,จ.เชียงใหม่,Ph,พาน,S1,s.l,Ph.s.l
1295,1718,5.56,2.77,52,85,64.8,17.2,18,sandy loam,501004-12,หว่านน้ำตม,สันป่าตอง 1,417,534583,2211398,ต.แม่นาวาง,อ.แม่อาย,จ.เชียงใหม่,Ph,พาน,S1,s.l,Ph.s.l
1296,1704,6.27,0.82,48,99,68.4,21.6,10,sandy loam,501004-15,หว่านน้ำตม,สันป่าตอง 1,420,534011,2211110,ต.แม่นาวาง,อ.แม่อาย,จ.เชียงใหม่,Ph,พาน,S1,s.l,Ph.s.l
1297,1699,5.79,1.98,59,178,64.4,23.6,12,sandy loam,501004-17,หว่านน้ำตม,สันป่าตอง 1,422,535741,2212684,ต.แม่นาวาง,อ.แม่อาย,จ.เชียงใหม่,Ph,พาน,S1,s.l,Ph.s.l
1298,1695,5.49,2.27,33,104,64,17.6,18.4,sandy loam,501004-18,หว่านน้ำตม,สันป่าตอง 1,423,533874,2211199,ต.แม่นาวาง,อ.แม่อาย,จ.เชียงใหม่,Ph,พาน,S1,s.l,Ph.s.l
1299,562/61,5.22,1.140113664,9,20,62.6,21.8,15.6,sandy loam,560706-4,หว่านน้ำตม,กข15,1052,583681,2146157,ต.เจริญราษฎร์,อ.แม่ใจ,จ.พะเยา,Ph,พาน,S1,s.l,Ph.s.l
1300,586/61,6.15,0.706767294,4,27,61,23.6,15.4,sandy loam,560706-45,หว่านน้ำตม,กข15,1054,584039,2146046,ต.เจริญราษฎร์,อ.แม่ใจ,จ.พะเยา,Ph,พาน,S1,s.l,Ph.s.l
1301,593/61,4.88,2.625872647,7,39,57,23.3,19.7,sandy loam,560706-60,หว่านน้ำตม,ขาวดอกมะลิ 105,1061,584389,2144928,ต.เจริญราษฎร์,อ.แม่ใจ,จ.พะเยา,Ph,พาน,S1,s.l,Ph.s.l
1302,595/61,4.78,1.215777316,11,17,61.1,19.1,19.8,sandy loam,560706-62,หว่านน้ำตม,ขาวดอกมะลิ 105,1063,584577,2146112,ต.เจริญราษฎร์,อ.แม่ใจ,จ.พะเยา,Ph,พาน,S1,s.l,Ph.s.l
1303,598/61,5.16,2.684340015,6,22,54.2,27.5,18.3,sandy loam,560706-74,หว่านน้ำตม,ขาวดอกมะลิ 105,1066,584195,2144908,ต.เจริญราษฎร์,อ.แม่ใจ,จ.พะเยา,Ph,พาน,S1,s.l,Ph.s.l
1304,601/61,5.42,1.669563895,4,19,54.2,29.4,16.4,sandy loam,560706-80,หว่านน้ำตม,ขาวดอกมะลิ 105,1069,583997,2145778,ต.เจริญราษฎร์,อ.แม่ใจ,จ.พะเยา,Ph,พาน,S1,s.l,Ph.s.l
1305,603/61,5.9,1.377033469,11,25,60.5,23.1,16.4,sandy loam,560706-82,หว่านน้ำตม,ขาวดอกมะลิ 105,1071,584958,2146564,ต.ป่าแฝก,อ.แม่ใจ,จ.พะเยา,Ph,พาน,S1,s.l,Ph.s.l
1306,607/61,5.11,2.211815416,18,31,54.6,26.8,18.6,sandy loam,560706-95,หว่านน้ำตม,กข15,1076,584127,2144163,ต.เจริญราษฎร์,อ.แม่ใจ,จ.พะเยา,Ph,พาน,S1,s.l,Ph.s.l
1307,2356,4.69,1.47,9,46,78,10.4,11.6,sandy loam,570501-2,หว่านน้ำตม,กข15,63,589208,2170527,ต.สันมะเค็ด,อ.พาน,จ.เชียงราย,Ph,พาน,S2,s.l,Ph.s.l
1308,470/61,4.77,2.120280536,15,40,62.6,18.9,18.5,sandy loam,570501-26,ปักดำ (เครื่อง),กข6,68,588748,2169755,ต.สันมะเค็ด,อ.พาน,จ.เชียงราย,Ph,พาน,S2,s.l,Ph.s.l
1309,2359,4.94,1.26,7,42,68,20.4,11.6,sandy loam,570501-5,ปักดำ (เครื่อง),กข15,73,589208,2170527,ต.สันมะเค็ด,อ.พาน,จ.เชียงราย,Ph,พาน,S2,s.l,Ph.s.l
1310,475/61,5.21,1.924669811,26,31,60.8,27.2,12,sandy loam,570510-3,ปักดำ (คน),กข6,148,577268,2175063,ต.ทรายขาว,อ.พาน,จ.เชียงราย,Ph,พาน,S2,s.l,Ph.s.l
1311,1099/61,4.85,1.456707556,12.798,53,68,19.6,12.4,sandy loam,560111-5,ปักดำ (คน),ขาวดอกมะลิ 105,862,587793,2130027,ต.บ้านใหม่,อ.เมืองพะเยา,จ.พะเยา,Ph,พาน,S2,s.l,Ph.s.l
1312,529/61,6.43,1.508114153,15,65,62.6,21.7,15.7,sandy loam,560509-5,หว่านข้าวแห้ง,ขาวดอกมะลิ 105,1003,607604,2127925,ต.ดงสุวรรณ,อ.ดอกคำใต้,จ.พะเยา,Ph,พาน,S2,s.l,Ph.s.l
1313,1042/61,5.79,2.733915604,4.4457,87,65.6,19.8,14.6,sandy loam,560901-11,หว่านน้ำตม,ขาวดอกมะลิ 105,1080,606266,2139842,ต.ห้วยลาน,อ.ดอกคำใต้,จ.พะเยา,Ph,พาน,S2,s.l,Ph.s.l
1314,1045/61,5.41,2.426695289,5.1562,86,60,23.8,16.2,sandy loam,560901-14,หว่านน้ำตม,กข14,1083,606117,2139164,ต.ห้วยแก้ว,อ.ภูกามยาว,จ.พะเยา,Ph,พาน,S2,s.l,Ph.s.l
1315,1052/61,6.23,1.453255643,2.1315,44,67.7,21.7,10.6,sandy loam,560901-21,หว่านน้ำตม,ขาวดอกมะลิ 105,1091,605702,2139039,ต.ห้วยแก้ว,อ.ภูกามยาว,จ.พะเยา,Ph,พาน,S2,s.l,Ph.s.l
1316,1034/61,4.8,0.983795388,2.2736,36,57.7,26.1,16.2,sandy loam,560901-3,หว่านน้ำตม,กข6,1093,606326,2139263,ต.ห้วยลาน,อ.ดอกคำใต้,จ.พะเยา,Ph,พาน,S2,s.l,Ph.s.l
1317,1035/61,5.3,1.653466634,3.4104,99,59.7,28.1,12.2,sandy loam,560901-4,หว่านน้ำตม,กข6,1094,606430,2140123,ต.ห้วยลาน,อ.ดอกคำใต้,จ.พะเยา,Ph,พาน,S2,s.l,Ph.s.l
1318,1036/61,5.74,1.363505888,2.436,73,57.6,24.1,18.3,sandy loam,560901-5,หว่านน้ำตม,กข6,1095,605805,2140546,ต.ห้วยลาน,อ.ดอกคำใต้,จ.พะเยา,Ph,พาน,S2,s.l,Ph.s.l
1319,596/61,4.87,1.731665852,17,24,50.4,29.4,20.2,loam,560706-63,หว่านน้ำตม,กข15,1064,586092,2146019,ต.บ้านเหล่า,อ.แม่ใจ,จ.พะเยา,Sai,สันทราย,S1,l,Sai.l
1320,2569,4.96,1.19,25,44,48.4,33.2,18.4,loam,510702-44,หว่านน้ำตม,สันป่าตอง 1,2089,516737,2065808,ต.ห้วยยาบ,อ.บ้านธิ,จ.ลำพูน,Sai,สันทราย,S1,l,Sai.l
1321,2757,5.46,2.12,16,123,48.4,31.6,20,loam,550301-9,ปักดำ (คน),สันป่าตอง 1,619,651492,2080545,ต.บ้านฟ้า,อ.บ้านหลวง,จ.น่าน,Sai,สันทราย,S2,l,Sai.l
1322,1069,4.83,1.72,9,68,50.4,28,21.6,loam,551404-2,ปักดำ (คน),สันป่าตอง 1,841,692701,2071869,ต.น้ำเกี๋ยน,อ.ภูเพียง,จ.น่าน,Sai,สันทราย,S2,l,Sai.l
1323,1136/61,5.31,2.789951697,5.4984,266,40.3,33.5,26.2,loam,560402-19,หยอดข้าวแห้ง,กข6,962,635154,2093361,ต.บ้านมาง,อ.เชียงม่วน,จ.พะเยา,Sai,สันทราย,S2,l,Sai.l
1324,2539,5.79,1.4,45,1234,44.4,35.6,20,loam,521101-3,ปักดำ (คน),กข6,2028,537583,1975754,ต.สบปราบ,อ.สบปราบ,จ.ลำปาง,Sai,สันทราย,S2,l,Sai.l
1325,291/61,4.8,1.63,74,25,46.8,30.3,22.9,loam,550710-6,ปักดำ (คน),สันป่าตอง 1,773,680882,2056495,ต.ปงสนุก,อ.เวียงสา,จ.น่าน,Sai,สันทราย,S3,l,Sai.l
1326,294/61,5.37,1.8,175,31,50.8,28.3,20.9,loam,550710-9,หว่านน้ำตม,กข6 ต้นเตี้ย,776,681040,2056404,ต.ปงสนุก,อ.เวียงสา,จ.น่าน,Sai,สันทราย,S3,l,Sai.l
1327,1256/61,4.25,3.38,46,162,51.9,32.1,16,loam,521304-12,โยนกล้า,สันป่าตอง 1,2050,554197,2076925,ต.แจ้ซ้อน,อ.เมืองปาน,จ.ลำปาง,Sai,สันทราย,S3,l,Sai.l
1328,1451/61,5.76,0.956347188,14,64,78.3,15.8,5.9,loamy sand,560401-8,ปักดำ (คน),กข6,950,637852,2091086,ต.เชียงม่วน,อ.เชียงม่วน,จ.พะเยา,Sai,สันทราย,N,l.s,Sai.l.s
1329,1246/61,4.74,2.1,32,48,81.6,8.7,9.7,loamy sand,521304-2,โยนกล้า,สันป่าตอง 1,2056,553531,2076582,ต.เมืองปาน,อ.เมืองปาน,จ.ลำปาง,Sai,สันทราย,N,l.s,Sai.l.s
1330,1745,5.17,1.83,522,156,83.6,10.4,6,loamy sand,500906-10,หว่านน้ำตม,สันป่าตอง 1,363,521764,2196409,ต.ท่ากว้าง,อ.ฝาง,จ.เชียงใหม่,Sai,สันทราย,S1,l.s,Sai.l.s
1331,2429,5.67,1.55,27,16,78.8,13.6,7.6,loamy sand,520106-6,หว่านน้ำตม,กข14,1839,548341,2015829,ต.ชมพู,อ.เมืองลำปาง,จ.ลำปาง,Sai,สันทราย,S1,l.s,Sai.l.s
1332,2457,5.58,0.86,4,18,84.4,10,5.6,loamy sand,520301-13,หว่านน้ำตม,กข6,1858,540490,2016942,ต.ลำปางหลวง,อ.เกาะคา,จ.ลำปาง,Sai,สันทราย,S2,l.s,Sai.l.s
1333,816/61,6.44,1.11,2.6934,23,82.6,10.3,7.1,loamy sand,520301-19,หว่านน้ำตม,กข14,1864,540549,2017192,ต.ลำปางหลวง,อ.เกาะคา,จ.ลำปาง,Sai,สันทราย,S2,l.s,Sai.l.s
1334,2446,5.04,0.75,3,44,80,12,8,loamy sand,520301-2,ปักดำ (คน),กข6,1865,540215,2017068,ต.ลำปางหลวง,อ.เกาะคา,จ.ลำปาง,Sai,สันทราย,S2,l.s,Sai.l.s
1335,818/61,5.92,1.51,5.0451,45,83,10,7,loamy sand,520301-22,หว่านน้ำตม,กข6,1867,540608,2016478,ต.ลำปางหลวง,อ.เกาะคา,จ.ลำปาง,Sai,สันทราย,S2,l.s,Sai.l.s
1336,2447,5.79,1.4,9,196,80,12,8,loamy sand,520301-3,หว่านน้ำตม,กข6,1870,540844,2017031,ต.ลำปางหลวง,อ.เกาะคา,จ.ลำปาง,Sai,สันทราย,S2,l.s,Sai.l.s
1337,1236/61,5.55,2.11,3,35,85.6,0.9,13.5,loamy sand,500404-5,ปักดำ (คน),สันป่าตอง 1,238,493329,2137905,ต.แม่นะ,อ.เชียงดาว,จ.เชียงใหม่,Sai,สันทราย,S3,l.s,Sai.l.s
1338,1254/61,4.42,1.74,21,61,85.3,4.7,10,loamy sand,521304-10,โยนกล้า,สันป่าตอง 1,2048,554230,2077136,ต.แจ้ซ้อน,อ.เมืองปาน,จ.ลำปาง,Sai,สันทราย,S3,l.s,Sai.l.s
1339,2663,6.89,0.78,12,29,58.4,21.2,20.4,sandy clay loam,500501-3,หว่านน้ำตม,สันป่าตอง 1,244,514549,2088022,ต.เชิงดอย,อ.ดอยสะเก็ด,จ.เชียงใหม่,Sai,สันทราย,N,s.c.l,Sai.s.c.l
1340,2668,4.77,2.87,17,89,48.8,25.6,25.6,sandy clay loam,500501-10,หว่านน้ำตม,สันป่าตอง 1,249,514549,2088022,ต.เชิงดอย,อ.ดอยสะเก็ด,จ.เชียงใหม่,Sai,สันทราย,N,s.c.l,Sai.s.c.l
1341,1568/61,6.52,1.43,6,40,54.6,25.2,20.2,sandy clay loam,8.2,ปักดำ (คน),กข6,567,681083,2056872,ต.ปงสนุก,อ.เวียงสา,จ.น่าน,Sai,สันทราย,N,s.c.l,Sai.s.c.l
1342,1569/61,5.92,2.36,20,68,46.6,25.2,28.2,sandy clay loam,9.1,ปักดำ (คน),หอมทอง,568,680454,2056744,ต.ปงสนุก,อ.เวียงสา,จ.น่าน,Sai,สันทราย,N,s.c.l,Sai.s.c.l
1343,1570/61,5.95,2.03,21,24,52.4,23.4,24.2,sandy clay loam,9.2,ปักดำ (คน),หอมทอง,569,680454,2056744,ต.ปงสนุก,อ.เวียงสา,จ.น่าน,Sai,สันทราย,N,s.c.l,Sai.s.c.l
1344,2754,5.65,1.47,5,110,53.6,26.4,20,sandy clay loam,550301-6,ปักดำ (คน),สันป่าตอง 1,616,651172,2080874,ต.บ้านฟ้า,อ.บ้านหลวง,จ.น่าน,Sai,สันทราย,N,s.c.l,Sai.s.c.l
